#TremblGeneID	Database_ID	E_value	Identity	Score	Annotation
T4_Unigene_BMK.34116	tr|M0XLM1|M0XLM1_HORVD	3e-51	78/100(78.00)	166	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.34310	tr|F2DEG9|F2DEG9_HORVD	0.0	658/671(98.06)	1335	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.34629	tr|Q40039|Q40039_HORVU	0.0	258/271(95.20)	530	Precursor of CP29, core chlorophyll a/b binding (CAB) protein of photosystem II (PSII) OS=Hordeum vulgare (Barley) PE=3 SV=1
T4_Unigene_BMK.34986	tr|C8C4P8|C8C4P8_WHEAT	1e-102	155/156(99.36)	297	Multiprotein bridging factor 1 GN=MBF1c OS=Triticum aestivum (Wheat) PE=4 SV=1
T4_Unigene_BMK.35136	tr|M0XD75|M0XD75_HORVD	1e-148	204/213(95.77)	420	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.35356	tr|F2DWS1|F2DWS1_HORVD	0.0	263/263(100.00)	514	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.35494	tr|F2DWP2|F2DWP2_HORVD	0.0	276/309(89.32)	573	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.35711	tr|I1IDY6|I1IDY6_BRADI	0.0	496/539(92.02)	990	Uncharacterized protein GN=BRADI3G55450 OS=Brachypodium distachyon (Purple false brome) PE=3 SV=1
T4_Unigene_BMK.36479	tr|M0Z539|M0Z539_HORVD	0.0	530/558(94.98)	1077	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.37348	tr|M0UFX6|M0UFX6_HORVD	1e-112	178/191(93.19)	333	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.37396	tr|F2DB19|F2DB19_HORVD	0.0	435/453(96.03)	830	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.37434	tr|F2E412|F2E412_HORVD	0.0	428/448(95.54)	863	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.37462	tr|F2D977|F2D977_HORVD	6e-88	140/145(96.55)	264	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.37650	tr|M0WTI0|M0WTI0_HORVD	0.0	757/799(94.74)	1508	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.37752	tr|M0WV46|M0WV46_HORVD	1e-169	229/267(85.77)	476	Uncharacterized protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.38433	tr|M0WDA0|M0WDA0_HORVD	1e-129	192/218(88.07)	372	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.39033	tr|F2DNA3|F2DNA3_HORVD	0.0	538/559(96.24)	1028	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.39157	tr|M0V8J3|M0V8J3_HORVD	4e-18	44/52(84.62)	91.3	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.39354	tr|A9NJ56|A9NJ56_HORVD	0.0	452/487(92.81)	918	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.39387	tr|F2CUJ1|F2CUJ1_HORVD	1e-151	216/229(94.32)	431	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.41628	tr|F2D3D1|F2D3D1_HORVD	9e-08	24/26(92.31)	52.0	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.42005	tr|I1H6P3|I1H6P3_BRADI	2e-12	34/65(52.31)	63.5	Uncharacterized protein GN=BRADI1G65830 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T4_Unigene_BMK.42053	tr|F2E3Y9|F2E3Y9_HORVD	1e-159	237/283(83.75)	451	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.44242	tr|I1IH78|I1IH78_BRADI	0.0	464/494(93.93)	996	Uncharacterized protein GN=BRADI4G03777 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T4_Unigene_BMK.44613	tr|M0Z2X9|M0Z2X9_HORVD	0.0	319/336(94.94)	648	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.4544	tr|F2DGL7|F2DGL7_HORVD	6e-55	87/89(97.75)	173	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.45708	tr|F2DET2|F2DET2_HORVD	0.0	536/540(99.26)	1065	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.46493	tr|M0V7R8|M0V7R8_HORVD	1e-143	192/205(93.66)	405	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.25996	tr|I3NUT2|I3NUT2_WHEAT	7e-31	66/92(71.74)	113	WIR1a OS=Triticum aestivum (Wheat) PE=4 SV=1
T4_Unigene_BMK.49746	tr|F6GSE5|F6GSE5_WHEAT	1e-118	165/167(98.80)	347	NAC transcription factor 6A GN=nac6A OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.50834	tr|Q9SPH4|Q9SPH4_WHEAT	0.0	791/793(99.75)	1525	Heat shock protein 101 GN=HSP101c OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.50937	tr|I1HBM5|I1HBM5_BRADI	1e-123	191/233(81.97)	356	Uncharacterized protein GN=BRADI2G01990 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T4_Unigene_BMK.51098	tr|Q0WXG6|Q0WXG6_WHEAT	0.0	355/365(97.26)	712	Triticain gamma OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.51285	tr|F2E9Y4|F2E9Y4_HORVD	1e-114	164/186(88.17)	331	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.51730	tr|M0XBR6|M0XBR6_HORVD	0.0	289/324(89.20)	586	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.51733	tr|F2D3M3|F2D3M3_HORVD	0.0	348/352(98.86)	678	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.52057	tr|A1YKG8|A1YKG8_BRASY	1e-57	93/101(92.08)	184	Early nodulin protein GN=57h21.33 OS=Brachypodium sylvaticum (False brome) PE=4 SV=1
T4_Unigene_BMK.52217	tr|F2CS51|F2CS51_HORVD	0.0	479/501(95.61)	934	Pyruvate kinase OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.52261	tr|F2EBE9|F2EBE9_HORVD	0.0	695/739(94.05)	1423	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.52280	tr|M0WNE6|M0WNE6_HORVD	0.0	743/766(97.00)	1469	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.52293	tr|M0Y5N7|M0Y5N7_HORVD	0.0	356/429(82.98)	726	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.52583	tr|M0XR76|M0XR76_HORVD	0.0	411/422(97.39)	823	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.52590	tr|Q9ZP25|Q9ZP25_WHEAT	1e-142	205/214(95.79)	406	Small heat shock protein Hsp23.5 (Precursor) OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.52596	tr|M0WC94|M0WC94_HORVD	2e-78	114/133(85.71)	234	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.52603	tr|M0Y9Y8|M0Y9Y8_HORVD	6e-46	53/65(81.54)	114	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.52663	tr|F2E0R8|F2E0R8_HORVD	0.0	512/536(95.52)	1013	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.52781	tr|F2D378|F2D378_HORVD	1e-124	179/205(87.32)	363	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.53185	tr|D9IFB7|D9IFB7_WHEAT	0.0	506/509(99.41)	1016	Aldehyde dehydrogenase 7b OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.54063	tr|G3LT25|G3LT25_WHEAT	0.0	340/340(100.00)	670	Arginase GN=arg OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.54206	tr|M0W6H3|M0W6H3_HORVD	4e-81	128/134(95.52)	247	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.54435	tr|F2CXT4|F2CXT4_HORVD	2e-09	28/30(93.33)	58.2	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.54447	tr|M0Y3P7|M0Y3P7_HORVD	0.0	1085/1170(92.74)	2145	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.54824	tr|I1IIV3|I1IIV3_BRADI	0.0	418/531(78.72)	811	Uncharacterized protein GN=BRADI4G08640 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T4_Unigene_BMK.54988	tr|M0XHE6|M0XHE6_HORVD	0.0	751/796(94.35)	1434	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.55020	tr|F2CSB7|F2CSB7_HORVD	0.0	357/370(96.49)	745	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.55155	tr|F2CY55|F2CY55_HORVD	0.0	328/351(93.45)	645	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.55163	tr|Q6RK61|Q6RK61_WHEAT	0.0	578/587(98.47)	1133	Auxin transporter PIN1 OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.55408	tr|J9V973|J9V973_WHEAT	0.0	424/436(97.25)	857	CBL-interacting protein kinase 29 GN=CIPK29 OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.55659	tr|M0WQH6|M0WQH6_HORVD	1e-10	28/37(75.68)	61.6	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.55876	tr|I1IX48|I1IX48_BRADI	0.0	303/372(81.45)	574	Uncharacterized protein GN=BRADI5G08240 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T4_Unigene_BMK.56017	tr|F2DSH0|F2DSH0_HORVD	0.0	350/378(92.59)	669	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.56107	tr|Q4W8R0|Q4W8R0_WHEAT	0.0	498/591(84.26)	1038	Fructan exohydrolase GN=C311 OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.56204	tr|M0Z490|M0Z490_HORVD	1e-47	81/90(90.00)	157	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.56290	tr|I1IW31|I1IW31_BRADI	0.0	555/578(96.02)	1052	Uncharacterized protein GN=BRADI5G02890 OS=Brachypodium distachyon (Purple false brome) PE=3 SV=1
T4_Unigene_BMK.56951	tr|I1I4N2|I1I4N2_BRADI	0.0	646/777(83.14)	1289	Uncharacterized protein GN=BRADI3G28677 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T4_Unigene_BMK.57250	tr|M0Y569|M0Y569_HORVD	0.0	370/378(97.88)	743	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.57269	tr|F2DYU6|F2DYU6_HORVD	3e-73	116/135(85.93)	224	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.57408	tr|M0XRG7|M0XRG7_HORVD	0.0	288/294(97.96)	598	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.57683	tr|M0WE81|M0WE81_HORVD	0.0	1644/1785(92.10)	3098	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.57710	tr|M0XTD1|M0XTD1_HORVD	0.0	604/618(97.73)	1194	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.57859	tr|F2DY54|F2DY54_HORVD	0.0	865/891(97.08)	1763	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.57961	tr|H9NHF5|H9NHF5_HORVU	0.0	619/658(94.07)	1276	Arabinoxylan arabinofuranohydrolase GN=AXAH1 OS=Hordeum vulgare (Barley) PE=4 SV=1
T4_Unigene_BMK.58010	tr|F2CSX1|F2CSX1_HORVD	1e-160	242/266(90.98)	469	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.58312	tr|F2CSS8|F2CSS8_HORVD	0.0	264/286(92.31)	512	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.58386	tr|F2CXB0|F2CXB0_HORVD	0.0	272/281(96.80)	556	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.58716	tr|C5X128|C5X128_SORBI	5e-64	115/181(63.54)	204	Putative uncharacterized protein Sb01g049710 GN=Sb01g049710 OS=Sorghum bicolor (Sorghum) PE=4 SV=1
T4_Unigene_BMK.58749	tr|B1P2T7|B1P2T7_HORVU	0.0	601/635(94.65)	1233	Cellulose synthase-like CslF9 GN=CslF9 OS=Hordeum vulgare (Barley) PE=2 SV=1
T4_Unigene_BMK.58859	tr|F2DQH1|F2DQH1_HORVD	0.0	765/898(85.19)	1541	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.59262	tr|F2D129|F2D129_HORVD	0.0	569/586(97.10)	1129	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.59440	tr|M0XJD5|M0XJD5_HORVD	0.0	766/786(97.46)	1484	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.59999	tr|G7ZVJ6|G7ZVJ6_MEDTR	2e-39	162/632(25.63)	158	Putative uncharacterized protein GN=MTR_027s0011 OS=Medicago truncatula (Barrel medic) PE=4 SV=1
T4_Unigene_BMK.60173	tr|I1NSV0|I1NSV0_ORYGL	0.0	387/427(90.63)	746	Uncharacterized protein OS=Oryza glaberrima (African rice) PE=4 SV=1
T4_Unigene_BMK.60446	tr|F2DQA0|F2DQA0_HORVD	3e-70	138/230(60.00)	229	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.60769	tr|G7K0E7|G7K0E7_MEDTR	1e-136	143/227(63.00)	266	Putative uncharacterized protein GN=MTR_5g051170 OS=Medicago truncatula (Barrel medic) PE=4 SV=1
T4_Unigene_BMK.60834	tr|F2DHT7|F2DHT7_HORVD	0.0	287/303(94.72)	565	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.60843	tr|A5JV93|A5JV93_LEYCH	0.0	326/328(99.39)	643	Chloroplast oxygen-evolving enhancer protein 1 GN=OEE1 OS=Leymus chinensis (Chinese lyme grass) PE=2 SV=1
T4_Unigene_BMK.60861	tr|Q5UNP2|Q5UNP2_HORVD	4e-71	106/124(85.48)	218	Non-specific lipid-transfer protein GN=Ltp6 OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.60933	tr|M0YAU7|M0YAU7_HORVD	2e-80	124/131(94.66)	243	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.61003	tr|K9M2T4|K9M2T4_WHEAT	2e-51	79/81(97.53)	165	Defensin (Fragment) OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.61200	tr|F2D0R8|F2D0R8_HORVD	2e-54	100/146(68.49)	175	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.61369	tr|M0WRY8|M0WRY8_HORVD	0.0	521/622(83.76)	1120	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.61526	tr|M0VN21|M0VN21_HORVD	5e-39	66/74(89.19)	132	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.61758	tr|Q94IC0|Q94IC0_HORVU	0.0	498/506(98.42)	1004	Betaine aldehyde dehydrogenase GN=BBD1 OS=Hordeum vulgare (Barley) PE=2 SV=1
T4_Unigene_BMK.61817	tr|F2DUW3|F2DUW3_HORVD	1e-154	226/235(96.17)	440	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.62089	tr|Q45NB6|Q45NB6_WHEAT	0.0	356/356(100.00)	746	Glutamine synthetase GN=GS1 OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.62091	tr|I1H8U3|I1H8U3_BRADI	0.0	389/428(90.89)	792	Uncharacterized protein GN=BRADI1G72110 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T4_Unigene_BMK.62275	tr|F2DL76|F2DL76_HORVD	0.0	306/354(86.44)	600	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.62542	tr|F2CSC9|F2CSC9_HORVD	1e-114	162/173(93.64)	333	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.62550	tr|F2CUJ5|F2CUJ5_HORVD	0.0	314/326(96.32)	608	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.62652	tr|F2CXV7|F2CXV7_HORVD	1e-143	214/227(94.27)	406	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.62697	tr|I1HIF2|I1HIF2_BRADI	1e-37	59/75(78.67)	127	Uncharacterized protein GN=BRADI2G22280 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T4_Unigene_BMK.62827	tr|D8L9G6|D8L9G6_WHEAT	0.0	830/832(99.76)	1680	Phosphorylase GN=TAA_ctg0079b.00040.1 OS=Triticum aestivum (Wheat) PE=3 SV=1
T4_Unigene_BMK.62854	tr|M0WWP3|M0WWP3_HORVD	0.0	607/614(98.86)	1279	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.62857	tr|M0W8F8|M0W8F8_HORVD	1e-146	198/200(99.00)	436	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.63062	tr|F2DT07|F2DT07_HORVD	0.0	391/401(97.51)	750	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.63266	tr|F2D0U5|F2D0U5_HORVD	0.0	266/272(97.79)	529	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.63316	tr|Q45NB2|Q45NB2_WHEAT	0.0	427/427(100.00)	882	Glutamine synthetase GN=GS2 OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.64140	tr|G8H386|G8H386_MAIZE	3e-21	42/55(76.36)	88.6	Auxin regulated gene involved in organ size 6 GN=ZAR6 OS=Zea mays (Maize) PE=4 SV=1
T4_Unigene_BMK.64684	tr|Q9SLR5|Q9SLR5_WHEAT	1e-106	157/158(99.37)	314	AHM2 (Fragment) GN=Ahm2 OS=Triticum aestivum (Wheat) PE=4 SV=1
T4_Unigene_BMK.64715	tr|F2CPY8|F2CPY8_HORVD	4e-39	68/88(77.27)	140	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.64989	tr|M0WMB0|M0WMB0_HORVD	0.0	473/548(86.31)	919	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.65296	tr|Q8S9H0|Q8S9H0_WHEAT	1e-139	188/190(98.95)	397	Temperature stress-induced lipocalin GN=Tatil OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.65303	tr|M0USG9|M0USG9_HORVD	0.0	277/373(74.26)	581	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.76	tr|Q01979|Q01979_WHEAT	3e-98	126/132(95.45)	290	Proline-rich protein OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.8664	tr|Q6K8C3|Q6K8C3_ORYSJ	6e-19	35/43(81.40)	82.0	Putative uncharacterized protein OJ1756_H07.5 GN=OJ1756_H07.5 OS=Oryza sativa subsp. japonica (Rice) PE=4 SV=1
T4_Unigene_BMK.918	tr|P93614|P93614_WHEAT	1e-120	175/175(100.00)	343	Cold acclimation protein WCOR615 GN=Wcor615 OS=Triticum aestivum (Wheat) PE=2 SV=1
T1_Unigene_BMK.29104	tr|Q2R2J8|Q2R2J8_ORYSJ	1e-93	171/378(45.24)	295	Retrotransposon protein, putative, Ty1-copia subclass GN=LOC_Os11g35570 OS=Oryza sativa subsp. japonica (Rice) PE=4 SV=1
T1_Unigene_BMK.31419	tr|F2EL72|F2EL72_HORVD	4e-07	32/67(47.76)	41.2	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.31446	tr|Q8W428|Q8W428_WHEAT	0.0	323/323(100.00)	694	Chitinase 2 OS=Triticum aestivum (Wheat) PE=2 SV=1
T1_Unigene_BMK.315	tr|I3NUT2|I3NUT2_WHEAT	1e-57	88/88(100.00)	180	WIR1a OS=Triticum aestivum (Wheat) PE=4 SV=1
T1_Unigene_BMK.31871	tr|C1FED3|C1FED3_MICSR	3e-16	44/101(43.56)	84.7	Predicted protein GN=MICPUN_55401 OS=Micromonas sp. (strain RCC299 / NOUM17) PE=4 SV=1
T1_Unigene_BMK.35942	tr|M0Y6E1|M0Y6E1_HORVD	4e-30	57/64(89.06)	114	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
